ticker,company_name,ma_research_score,ma_rank,ma_band,portfolio_score,acquirability_score,market_data_confidence,integrity_diligence_score,execution_risk_score,leadership_risk_score,combined_diligence_risk,risk_coverage,confirmed_misconduct_count,confirmed_individual_finding_count,strategic_archetype,suggested_transaction_structure,decision_rule,primary_risk_drivers,interpretation
IDYA,IDEAYA Biosciences Inc. Common Stock,75.29,75,high,73.61,90.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,ma_candidate_risk_unscreened,No structure recommendation until execution-risk coverage is complete.,High M&A research rank; current risk collectors have no company-specific evidence.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
ALXO,ALX Oncology Holdings Inc. Common Stock,75.19,76,high,64.35,100.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,ma_candidate_risk_unscreened,No structure recommendation until execution-risk coverage is complete.,High M&A research rank; current risk collectors have no company-specific evidence.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
PTCT,PTC Therapeutics Inc. Common Stock,75.16,77,high,79.57,72.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,ma_candidate_risk_unscreened,No structure recommendation until execution-risk coverage is complete.,High M&A research rank; current risk collectors have no company-specific evidence.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
URGN,UroGen Pharma Ltd. Ordinary Shares,75.16,78,high,69.74,90.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,ma_candidate_risk_unscreened,No structure recommendation until execution-risk coverage is complete.,High M&A research rank; current risk collectors have no company-specific evidence.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
RGNX,REGENXBIO Inc. Common Stock,75.05,79,high,64.09,100.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,ma_candidate_risk_unscreened,No structure recommendation until execution-risk coverage is complete.,High M&A research rank; current risk collectors have no company-specific evidence.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
BCAX,Bicara Therapeutics Inc. Common Stock,74.98,80,high,65.05,100.0,44.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,ma_candidate_risk_unscreened,No structure recommendation until execution-risk coverage is complete.,High M&A research rank; current risk collectors have no company-specific evidence.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
XENE,Xenon Pharmaceuticals Inc. Common Shares,74.92,81,high,80.21,72.0,44.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,ma_candidate_risk_unscreened,No structure recommendation until execution-risk coverage is complete.,High M&A research rank; current risk collectors have no company-specific evidence.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
OCGN,Ocugen Inc. Common Stock,74.9,82,high,63.82,100.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,ma_candidate_risk_unscreened,No structure recommendation until execution-risk coverage is complete.,High M&A research rank; current risk collectors have no company-specific evidence.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
AURA,Aura Biosciences Inc. Common Stock,74.82,83,high,63.68,100.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,ma_candidate_risk_unscreened,No structure recommendation until execution-risk coverage is complete.,High M&A research rank; current risk collectors have no company-specific evidence.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
SPRY,ARS Pharmaceuticals Inc. Common Stock,74.79,84,high,63.72,100.0,54.8,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,ma_candidate_risk_unscreened,No structure recommendation until execution-risk coverage is complete.,High M&A research rank; current risk collectors have no company-specific evidence.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
MESO,Mesoblast Limited American Depositary Shares,74.7,85,high,70.0,90.0,44.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,ma_candidate_risk_unscreened,No structure recommendation until execution-risk coverage is complete.,High M&A research rank; current risk collectors have no company-specific evidence.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
MIRM,Mirum Pharmaceuticals Inc. Common Stock,74.67,86,high,82.3,72.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,ma_candidate_risk_unscreened,No structure recommendation until execution-risk coverage is complete.,High M&A research rank; current risk collectors have no company-specific evidence.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
VERA,Vera Therapeutics Inc. Class A Common Stock,74.67,87,high,68.86,90.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,ma_candidate_risk_unscreened,No structure recommendation until execution-risk coverage is complete.,High M&A research rank; current risk collectors have no company-specific evidence.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
CLDX,Celldex Therapeutics Inc.,74.49,88,high,69.62,90.0,44.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,ma_candidate_risk_unscreened,No structure recommendation until execution-risk coverage is complete.,High M&A research rank; current risk collectors have no company-specific evidence.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
RLMD,Relmada Therapeutics Inc. Common Stock,74.49,89,high,64.17,100.0,44.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,ma_candidate_risk_unscreened,No structure recommendation until execution-risk coverage is complete.,High M&A research rank; current risk collectors have no company-specific evidence.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
ALMS,Alumis Inc. Common Stock,74.42,90,high,68.39,90.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,ma_candidate_risk_unscreened,No structure recommendation until execution-risk coverage is complete.,High M&A research rank; current risk collectors have no company-specific evidence.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
MLYS,Mineralys Therapeutics Inc. Common Stock,74.36,91,high,70.47,90.0,32.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,ma_candidate_risk_unscreened,No structure recommendation until execution-risk coverage is complete.,High M&A research rank; current risk collectors have no company-specific evidence.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
GENB,Generate Biomedicines Inc. Common Stock,74.35,92,high,62.82,100.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,ma_candidate_risk_unscreened,No structure recommendation until execution-risk coverage is complete.,High M&A research rank; current risk collectors have no company-specific evidence.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
TVTX,Travere Therapeutics Inc. Common Stock,74.3,93,high,78.0,72.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,ma_candidate_risk_unscreened,No structure recommendation until execution-risk coverage is complete.,High M&A research rank; current risk collectors have no company-specific evidence.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
DNTH,Dianthus Therapeutics Inc. Common Stock,74.29,94,high,80.16,72.0,32.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,ma_candidate_risk_unscreened,No structure recommendation until execution-risk coverage is complete.,High M&A research rank; current risk collectors have no company-specific evidence.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
KYTX,Kyverna Therapeutics Inc. Common Stock,74.25,95,high,62.64,100.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,ma_candidate_risk_unscreened,No structure recommendation until execution-risk coverage is complete.,High M&A research rank; current risk collectors have no company-specific evidence.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
TLX,Telix Pharmaceuticals Limited American Depositary Shares,74.24,96,high,70.37,90.0,30.8,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,ma_candidate_risk_unscreened,No structure recommendation until execution-risk coverage is complete.,High M&A research rank; current risk collectors have no company-specific evidence.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
LENZ,LENZ Therapeutics Inc. Common Stock,74.15,97,high,83.73,65.0,32.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,ma_candidate_risk_unscreened,No structure recommendation until execution-risk coverage is complete.,High M&A research rank; current risk collectors have no company-specific evidence.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
DNLI,Denali Therapeutics Inc. Common Stock,74.09,98,high,67.79,90.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,ma_candidate_risk_unscreened,No structure recommendation until execution-risk coverage is complete.,High M&A research rank; current risk collectors have no company-specific evidence.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
MIST,Milestone Pharmaceuticals Inc. Common Shares,74.09,99,high,83.73,65.0,30.8,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,ma_candidate_risk_unscreened,No structure recommendation until execution-risk coverage is complete.,High M&A research rank; current risk collectors have no company-specific evidence.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
SLDB,Solid Biosciences Inc. Common Stock,73.97,100,high,62.13,100.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,ma_candidate_risk_unscreened,No structure recommendation until execution-risk coverage is complete.,High M&A research rank; current risk collectors have no company-specific evidence.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
CORT,Corcept Therapeutics Incorporated Common Stock,73.87,101,high,80.85,72.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,ma_candidate_risk_unscreened,No structure recommendation until execution-risk coverage is complete.,High M&A research rank; current risk collectors have no company-specific evidence.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
CMPX,Compass Therapeutics Inc. Common Stock,73.35,102,high,61.01,100.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,ma_candidate_risk_unscreened,No structure recommendation until execution-risk coverage is complete.,High M&A research rank; current risk collectors have no company-specific evidence.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
AMPH,Amphastar Pharmaceuticals Inc. Common Stock,73.27,103,high,64.49,100.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,ma_candidate_risk_unscreened,No structure recommendation until execution-risk coverage is complete.,High M&A research rank; current risk collectors have no company-specific evidence.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
NRIX,Nurix Therapeutics Inc. Common stock,73.16,104,high,66.1,90.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,ma_candidate_risk_unscreened,No structure recommendation until execution-risk coverage is complete.,High M&A research rank; current risk collectors have no company-specific evidence.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
